index,text,type
3179,Earthquake tremors felt in Bhubaneswar too! https://t.co/qUL7i7ayE2,2
3180,"RT @southeastasia4u: two C130 J and two C17 aircraft will be in Nepal today carrying rescue teams, doctors, field mobile hospitals, sniffer…",1
3181,RT @Reuters: People ride a bus to leave Kathmandu after Saturday's earthquake. Editor's Choice photos: http://t.co/s3mKVZ7Ma8 http://t.co/g…,2
3182,Italian victims asked to disable WiFi passwords| This is making it able for malicious people to access info.  https://t.co/ekRnC0kyDE,0
3183,"How can you help in #Emergency or #NaturalDisaster situations? Unlock your #WiFi for those in need to communicate.

https://t.co/oPPaEUIXfF",0
3184,"No electricity, no internet &amp; aftershock after aftershock.

We are having a hard time. But thankfully safe &amp; sound. #earthquake #Nepal #Day4",0
3185,"@BisleriZone We want to procure 1000 bottles of Bisleri for sending to Kathmandu, Nepal for earthquake victims. Please help.",1
3186,RT @SurgeryHealth: Our thoughts are with the people of #Nepal. Large need for surgical care even before the earthquake. @BJSurgery  http://…,0
3187,"Red Cross urges Italians to turn off their wifi passwords. Essentially a pitch for free internet for all. 
https://t.co/Pq6CmfKisE",0
3188,"RT @meetpatel125: Earthquake in Nepal.Golden Temple to send 1lac and Delhi Gurdwaras to send 25k meals daily
Those who share sardarjokes,pl…",1
3189,@sartajanand We deeply empathise with those affected by the tragic earthquake in Nepal &amp; other areas (1/n),2
3190,"India sending buses to rescue and evacuate stranded people in Nepal , medical teams will also be deployed along border",1
3191,"RT @Samridhip: If anyone is willing to help,please provide us face masks,sanitizers,sanitary pads #earthquake #nepal #NepalEarthquake  #rel…",0
3192,"@USEmbassyNepal Earthquake Nepal  No rescue team has seen ppl at the epicenter,monsoons dieing no food, shelter, water Laprak flattened RT",0
3193,"#UnitechCyberpark gurgaon Tower-B after Saturday #Earthquake, before it comes to Govt. Knowledge, they try to cover http://t.co/hEg4Jcd2hr",2
3194,"Amazed to see how some people went overboard spreading rumours after yesterday's #Earthquake. Seriously, they need a kick in the ass :(",2
3195,"army rushes medical aid to nepal. indigo,spacejet taking relief materials free of cost to nepal.
#earthquake",1
3196,"Join us June 29  Monday,Hear #DouglasRagan @practicalrad @unhabitatyouth @UnKenya speak on how technology has impacted students education especially in the light of pandemic #COVID19 \n@RiseUp4SDGs @EdChatEU @EdChatIND @nagrikfdn @Rotary @rtn_sandeep @Kapoor_Divya_ @Cbse_official https://t.co/ycMcFKW6Eh",2
3197,#COVID19  UP UPDATE\nTotal cases : 20313\nFresh cases in last 24 hrs: 762\nActive cases : 6730\nNo of patients recovered: 13583\nDeaths: 630\nTotal samples tested in last 24 hrs: 19387\nRate of Recovery : 66.8%\n@TheMornStandard @NewIndianXpress,2
3198,#TechnologyNews: Rescue teams searching for earthquake survivors trapped in central Italy have asked locals to unlock their wi-fi passwords.,0
3199,"RT @OperationRelief: #OperationRelief #NepalEarthquake #Nepal #Earthquake
2-3 doctors are necessary at Sindhupalchowk, Nawalpur 11KM... htt…",0
3200,Italians are being urged to drop their Wi-Fi passwords to help earthquake victims https://t.co/2bgmLfhoyO https://t.co/6yh2yYUlte,0
3201,"Lack of blood in blood bank in nepal.
#QuakeNepal
@BBCWorld
@ibnlive",0
3202,"RT @katydaigle: A week after earthquake, Nepal still needs tents and food (from @AP) http://t.co/LrbPcdec3b",0
3203,"3Novices:SAVING THE STARVING UN says 1.4 million need food after Nepal earthquake http://t.co/XT3nCHYgYB April 28, 2015 at 03:24PMFor inf…",0
3204,"RT @poojainsa786: #NepalDisasterReliefByMSG required medical treatment for earthquake victims at ""frishta-mobile hospitl"" of DSS http://t.c…",0
3205,"RT @Oxfam: #Myanmar has been struck by 6.8-magnitude earthquake, with no known casualties so far https://t.co/Y92w0Szsri #MyanmarEarthquake",2
3206,RT @Sapu_kat: Dear #Earthquake #Nepalese can face you however strong you are and its enough for now. #Help #NEPALESE,2
3207,Help out! Give to Help The Nepal EarthQuake Victims and Survivors http://t.co/4xDn0Nwei9. Raise funds on #indiegogolife.Thank You,2
3208,Anyone can help ? I need to college at-least 50 Tents for Earthquake victim in Nepal (Sindupalchowk victims) Im Raising Fund . Please help,0
3209,Italy Earthquake: Tent Camp For Displaced People (IT SKYTG24) https://t.co/YnZhw0LLrt https://t.co/Hy4BcIij2B,1
3210,I liked a @YouTube video from @shariqueakbar http://t.co/bWm35Y6Fj1 Thunder Strom After Nepal Earthquake (bhukamp),2
3211,@reenaabbasi leaving on Friday to Nepal with the hospital medical team,1
3212,6.1 earthquake in Italy and 6.8 quake in Burma today. Mother Nature's not happy today :'(,2
3213,"we will manage, and there goes #COVID19.\nNo future outbreaks of #COVID19 will be able to affect us as most of our country will already be immune by previous exposure.\n\nI agree we need to protect elderly people and persons with co morbidities but for everyone else, #letsopenit !",2
3214,@RVG58 I have it with a dash of Chilled water since post #COVID19 ice is not yet started,2
3215,"RT @JantaKaReporter: #SriLanka Air Force too will fly doctors, paramedics, medicines &amp; equipment to #Nepal. #earthquake http://t.co/vY7JOT…",1
3216,Appeal for wi-fi connection in #earthquake areas in #Italy https://t.co/hdRIsdMPsl via @BBCNews,0
3217,THT - Hospitals may face shortage of oxygen‚ medicine http://t.co/KUm8Wwp83N,0
3218,"BBC: Help has begun to reach remote regions of Nepal affected by Saturday's earthquake, but many remain in desperate need of food and water.",0
3219,"Would've been in Italy at the time of the earthquake if my passport wasn't lost in the post, if that's not fate then I don't know what is🙏",2
3220,Nearly 1 million children require urgent humanitarian assistance after Nepal earthquake,0
3221,136 #COVID19 cases in #noida today https://t.co/rObE0dGNi3,2
3222,"Team Rubicon UK has an assessment team of veterans, all qualified medics, en route to Italy
https://t.co/Gfdc0UTxen",1
3223,"@PMOIndia @narendramodi Please watch This link sir\nCovid19 will be end one day but this guy have a really truth .\n\ https://t.co/hpKvEk24mM\""""",2
3224,"#SEBS Earthquake Relief Action Project (Melamchi, Sindhupalchowk): Distribution of 2000 sacks of rice and 2000... http://t.co/kD6ZIQy9v9",1
3225,"DONATE BLOOD - HELP NEPAL

Blood donation going on at Nivedita Multispeciality Hospital in Pradhan Nagar,... http://t.co/RVdcvxw7r1",0
3226,South actor K Vijay dies in Nepal earthquake.,2
3227,RT @karthikraobr: Earthquake survivors urgently need help. Give lifesaving food today and help @wfp respond. http://t.co/lq5UpdSgWh,0
3228,"@dohanews
#Qatar Redcross has sent 50,000 sets of tents for quake victims. Evening drizzle adds to victims woes. #Earthquake_In_Nepal",1
3229,"@3D2B will be collecting items for #earthquake victims; blankets, coats, jackets, shoes, toys etc; info:https://t.co/btmVbYyllq #ioterremoto",1
3230,#China has no cricket team\nWhy ?\nBecause they eat bats and don't understand boundaries.\n#LAC     #covid19,2
3231,RT @Reuters: PHOTOS: Earthquake survivors in #Nepal turn to rebuilding their homes and lives. http://t.co/D2nY86CDNZ http://t.co/TtYSsvdbTF,2
3232,The unprecedented death &amp;  destruction caused by Nepal earthquake is a great human tragedy. All nations should extend help to rebuild Nepal.,2
3233,"RT @dlnepalnews: Earthquake: Bollywood actor's wife tweets about shocking ground reality in Nepal: Mumbai, April 27: Rescue ope... http://t…",2
3234,"RT @suhasinih: India sends 4 aircrafts to Nepal today including 3 tonnes of supplies, mobile hospital, NDRF teams",1
3235,Malepatan United Club Pokhara help water and noodles for the earthquake victims in Gorkha. Read here-&gt;&gt;&gt;&gt; -... http://t.co/S908CsLj2k,1
3236,"RT @washingtonpost: Nepal's prime minister says earthquake fatalities could surpass the 8,500 killed in the massive 1934 quake http://t.co/…",2
3237,@dna Here's hoping that the Nepal earthquake did not trigger this separation.,2
3238,"Nepal Earthquake: More Than 4,000 Dead After 7.8-Magnitude Quake Hits Near #Kathmandu, Officials Say
The U.S.... http://t.co/Wkt4pSb4a8",2
3239,"RT @drspagarwal: Nepal earthquake victims in urgent need of Tarpaulins. Indian #RedCross provides 20,000 more Tarpaulins. #IFRC #ICRC",0
3240,Omg DisasterPreparedness.Wat more disaster it could be when @ArvindKejriwal is DelhiCM @HateAAP Farziwal #earthquake https://t.co/3jBUjMszfu,2
3241,"@Eatala_Rajender #COVID19 \ud83c\uddee\ud83c\uddf3 Update (2/2)\n26/06 , 10pm:\nFew More States:\n\nHimachal: 25\nGoa: 44\nManipur: 18\nMizoram:2\nUttarakhand: 34\nJharkhand: 32\n\nTotal: 156\nC.T.: 18479",2
3242,AT&amp;T provides free texting and calls to Italy after earthquake - https://t.co/qLM2SYT7nY https://t.co/XOCkOB1hTk,1
3243,"People desperate for food, medicine, shelter from #Nepalearthquake. At least 1,900 people are dead. #earthquake",0
3244,Floods in Assam have killed at least 15 people and affected over 2 lakh. Many have been forced to leave their homes and find shelter in relief camps amid the COVID-19 pandemic.\n\n#Assam #AssamFloods #COVID19 https://t.co/f4QzrZ2ozt,2
3245,"Money has been utilized buying Medicines, water bottle etc to reach the victims of Earthquake. Also some money will be deposited to PM fund.",1
3246,"Retweeted Los Angeles Times (@latimes):

Magnitude 6.1 quake rattles Rome and central Italy... https://t.co/WKVzH36aL0",2
3247,Water is distributed to Nepalese people at a camp in #Kathmandu .... @AFPphoto #Nepal #earthquake    http://t.co/Q8pBFpx4l4,1
3248,#Nepal earthquake tragedy losses thousands of people. Help out!Give to Nepal Relief Fund-for Food &amp; Water need urgent http://t.co/p61KNiBOdZ,0
3249,"I wish it ws easy for me to go to Nepal to help my bff's folks. Camping outside their own crumpled house. No water, food n electricity",0
3250,Earthquake relief material  distribution program at Nuwakot,1
3251,"@PMOIndia people of Nepal waiting for more help. Please send more help at the earliest.they need blood, Medicean, water and food packet.",0
3252,"RT @photo98765: During the 2004 earthquake, the pressure of the water, letting salt-water flow into the tree roots. &gt;Neelima Vallangi http:…",2
3253,"Nepal quake: Baba Ramdev's health camp turns into relief camp: Kathmandu, Apr. 26 (ANI): Yoga guru Baba Ramdev... http://t.co/KEkfi1CKDz",1
3254,RT @shilpakannan: Indian defence forces plan ten more flights today to Nepal carrying army engineering and medical teams for #NepalQuake,1
3255,News today on @77WABCradio with latest on the Italy earthquake &amp; Hillary Clinton's campaign challenging AP story on Clinton Foundation,2
3256,"RT @kunfaaya: PM Koiralas popularity at an all time low.Modis tweet on informing him abt the earthquake has added to his woes.
TOI.#freindl…",2
3257,@PragyaNGO are in Bisambara village today distributing relief! help us reach more #earthquake survivors! http://t.co/HafKNVHflO,1
3258,"Golden Temple, Amritsar(Punjab) is sending 1,00,000 food packages daily for 'Nepal' earthquake victims. #SikhPride http://t.co/pbw6txM0rc",1
3259,"Chandigarh Covid tracker\nSamples tested - 7,201\nSamples rejected - 2\nPositive- 425\nNegative- 6,746\nRecovered- 335\nReports awaited- 28\nActive- 84\nSent again- 0\nDeaths- 6 \n#Chandigarh #COVID19\n\n@thetribunechd",2
3260,"RT @TheShwetaPandit: Nepal.. Prayers 🙏🏻

Earthquake n Avalanche! Death toll rising.. Water n electricity cut! No food! Sanitation issues!",0
3261,"I\u2019ll be honest, not seeing some of you for 3 months has been an absolute delight. \n\n#COVID19",2
3262,#Earthquake or few other Natural Disasters disproves one very common belief that the home is the safest place to... http://t.co/pTp4sMbDak,2
3263,RT @SoaneeKay: Distributed water purifiers around KTM to the earthquake victims - market out of stock - if anyone know plz let us know. Hel…,0
3264,"6 hrs ago #earthquake 6.1 has hit มหาสมุทรแปซิฟิกใต้, 10.0km, 02:49 GMT+7 (GEOFON) https://t.co/TcE5U6Wr7k https://t.co/cFbahKedeH",2
3265,"Tremors from prelim'ry M 6.8 earthquake in central Myanmar felt in Bangladesh, India, Thailand, Laos, and China - PREDICTED by @dutchsinse",2
3266,"#Delhi
Need #Blood Type :  A-positive
At : Max Saket 
Blood Component : Need Plasma A+ve/AB+ve from #COVID19 recovered patient.
Primary Number : 8448832647
Via: @nidhir77
#BloodMatters
Powered by Twitter https://t.co/KF7qZE5P2A",0
3267,"1 or 2
 Mazdas' crushed
in Italy Quake https://t.co/Uu1k8tA1XI",2
3268,"RT @FaiHaider: AAP government to send 25,000 packets of food and drinking water as immediate relief for the people of earth quake-hit Nepal…",1
3269,"Praying for Italy. Devastating... Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/10n1Upkq5Z via @nbcnews",1
3270,Photos: Nepal struck by powerful earthquake - WSJ http://t.co/yD2NXSHRHM,2
3271,Relief groups are mobilizing to aid victims of the #ItalyEarthquake Here’s how you can help https://t.co/lQoVEsh0KP https://t.co/92QnFRPrNr,1
3272,RT @Superneha83: Immense shortage of drinking water in #Nepal why hasn't .@CocaCola and .@pepsi stepped in yet? #earthquake,0
3273,"RT @aahanasharma11: Trucks carrying relief material for the earthquake victims sent by DSS
#MSGHelpEarthquakeVictims http://t.co/o24t2pxEsG",1
3274,"From water to electricity, no safe shelter, no toilets, no food and rain. You're facing a lot #Nepal citizens. Have strength and be safe",0
3275,"RT @allkpop: Nepalese rep Sujan tears up while talking about the Nepal earthquake on 'Abnormal Summit'
http://t.co/QZNQsZlRoU",2
3276,@tourejansari DONATE GENEROUSLY TO NEPAL EARTHQUAKE FUND - https://t.co/0dz2QSHIQ7,2
3277,Retweet Blood bank and food #Nepal Bir Hospital 4223807/ 4221988 #HelpNepal #Earthquake #IPL #PepsiIPL #India,1
3278,https://t.co/msXzpfdEq1\nCovid19 update-Punjab\n#airnewsalerts\n#IndiaFightsCorona\n#StayHomeStaySafe,2
3279,RT @OxfamAustralia: Oxfam preparing to provide clean water &amp; emergency food to #Nepal - you can help by donating here: https://t.co/wWQeiqw…,1
3280,"#Sukhbir #Badal sends off first lot of #Langar to earthquake victims in #Nepal

http://t.co/zEbC29hOj8 http://t.co/35dPsJRNM5",2
3281,"@MarjannaBergman:#UNHCR immediately transferring11,000 plastic sheets&amp;4,000 solar lamps fm our stocks2help in #Nepal #earthquake v @Refugees",1
3282,@BJP4Rajasthan \u0930\u093e\u091c\u0938\u094d\u0925\u093e\u0928 \u092e\u0947\u0902 \u092a\u094d\u0930\u0924\u093f\u0926\u093f\u0928 covid19 \u0915\u0947 350 \u0938\u0947 \u091c\u093c\u094d\u092f\u093e\u0926\u093e \u0915\u0947\u0938 \u0906 \u0930\u0939\u0947 \u0939 \u0907\u0938 \u0938\u094d\u0925\u093f\u0924\u0940 \u092e\u0947\u0902 \u091b\u093e\u0924\u094d\u0930\u094b\u0902 \u0915\u0947 \u090f\u0917\u094d\u091c\u093c\u093e\u092e \u0932\u0947\u0928\u093e \u0915\u0939\u093e \u0909\u091a\u093f\u0924 \u0939  \u092a\u0924\u093e \u0928\u0939\u0940  \u091b\u093e\u0924\u094d\u0930\u094b\u0902 \u0915\u0947 \u0938\u094d\u0935\u093e\u0938\u094d\u0925\u094d\u092f \u0915\u0947 \u0938\u093e\u0925 \u0916\u093f\u0932\u0935\u093e\u0921\u093c \u0915\u0930 \u0930\u0939\u0947 \u0939\u0948  \u092e\u0947\u0930\u093e \u0906\u092a \u0938\u092c\u0940  \u0935\u093e\u0932\u094b \u0938\u0947 \u0928\u093f\u0935\u0947\u0926\u0928 \u0939\u0940 \u0915\u093f \u0906\u092a \u0939\u092e\u093e\u0930\u0940 \u0906\u0935\u093e\u091c\u093c \u0906\u0917\u0947 \u092a\u0939\u0941\u091a\u093e\u092f\u0947,2
3283,A unique bird's eye perspective of the devastation left by Saturday's earthquake in Nepal: http://t.co/ALklyhfHbD,2
3284,ECB has confirmed that the Pakistan cricket team will arrive in the UK on Sunday to begin preparation for the scheduled 3-match Test and T20I series. | #ENGvPAK #COVID19 \n\nhttps://t.co/W6OcL6q8kh,2
3285,"RT @brionv: Lots of people in #Nepal will be needing water and food aid, please kick in a few bucks for instance via Oxfam: https://t.co/1h…",0
3286,Veteran Cine actress #JuhiChawla with Princess Diya Kumari today flagged off the truck loaded with #earthquake... http://t.co/cQtKYjAAcO,1
3287,"In the news: 20,000 RSS volunteers sent for rescue work in Nepal. Hope they carry their food, water and toilet.",1
3288,"mb 4.6 NEW BRITAIN REGION, P.N.G. http://t.co/bPEUMs8mFw #Earthquake #Quake http://t.co/ozRXbKNFqA",2
3289,"RT @NewsMobileAsia: #NepalEarthquake Teams to start focusing from Rescue to Relief. After earthquake shortage of food, fuel, medicines,wate…",0
3290,"Sadly, not a doctor or a nurse to help out the Nepal.",0
3291,"RT @jagdevinsan1: #MSGHelpEarthquakeVictims Whenever an earthquake or tsunami takes thousands of innocent lives, a shocked world talks of l…",2
3292,The Thinking Wrinkly: my thoughts and prayers are with Earthquake victim... https://t.co/kl8GY8Oc8n,2
3293,#Golf #CautionYesPanicNo #COVID19 \n\n@_dennymccarthy is third @PGATOUR player to test positive for COVID-19: Report \n\nRead: https://t.co/3QxnJiXlic https://t.co/CrjfCNwbxs,2
3294,RT @Practo: Our prayers are with people in Nepal. Here are details of doctors in the area http://t.co/mwWjNiXcc8 #Earthquake http://t.co/2A…,1
3295,"DONATE BLOOD - HELP NEPAL

Blood donation going on at Nivedita Multispeciality Hospital in Pradhan Nagar,... http://t.co/RVdcvxw7r1",0
3296,"http://t.co/vYmnRnSThG : ""'The moon flipped!' - and other earthquake myths"" http://t.co/zY5Hq4Zl8N",2
3297,RT @pksrivastava6: @Ji_Rupesh @MODl_G Amazing that @AamAadmiParty is offering help on #Earthquake whose thousands of members couldn't save …,2
3298,"MYANMAR EARTHQUAKE, AUG. 24, 2016

Video: Shaking inside an office building in Bangkok, Thailand, following... https://t.co/CsiUfIMczs",2
3299,Hunt for Italy quake survivors continues as death toll rises: Rescue crews continues to search for survivors ... https://t.co/FhxBR4U0Vs,2
3300,"""Earthquake 2016, Terremoto 2016"" https://t.co/OywUhjcFn2 by @chiara_cdg10 on @LinkedIn",2
3301,"RT @Ekendra: This is how people r trying to keep themselves warm tonite, #Nepal needs warm cloths &amp; food. #NepalEarthquake http://t.co/bUGi…",0
3302,JUST IN\n\nDelhi Govt orders All #COVID19 hospitals in #Delhi\n\n1. To get CCTVs installed ASAP in all wards\n\n2. Create waiting areas for an attendant with a #COVID patient each\n\n3. Create helpdesks to provide updates on patients\u2019 condition.\n\n@ArvindKejriwal\n@msisodia,2
3303,""" Geo-Politics of humanitarian aid"" example from Nepal Earthquake ! https://t.co/SNRyIjYFyd",2
3304,RT @nishchaldhakal: Emergency Operating Room operational in Nepal Medical College.  being reserved for pregnant and severely needed ones.,1
3305,#BREAKING : #Nabarangpur  Administration declares Shutdown in #Umerkote Block &amp; Town with effect from Midnight of June 26 till Midnight of June 29 to prevent spread of #COVID19 .\n\nDecision was taken as many people were neither wearing masks nor following social distancing norms.,2
3306,RT @Refugees: UNHCR rushes plastic sheeting and solar-powered lamps to Nepal earthquake survivors http://t.co/F9yjBlMCIB http://t.co/nxid8r…,1
3307,"AT&amp;T, T-Mobile, and Verizon waive fees following earthquake in Italy

Earlier today, a mag… https://t.co/srRWaxqOIw https://t.co/BSCgdtxU9z",1
3308,They should have fixed it after the earthquake... (Backs away and fades into crowd) @timkrepp @kingWTOP,2
3309,"RT @DanWilliams: Israel sending aid and rescue team to quake-stricken Nepal, which will land at nearest airport - @Netanyahu",1
3310,RT @TanuDolly: Emergency hospital on road nepal #earthquake http://t.co/I0DFYiDErY,0
3311,"PLEASE HELP NEPAL EARTHQUAKE VICTIMS AND SEND CLOTHES, FOOD , MEDICINES",0
3312,"#Delhi
Need #Blood Type :  A-positive
At : Sir Gangaram
Blood Component : Need Plasma A+ve from #COVID19 recovered patient.
Primary Number : 9873322741
Via: @jeasbe
#BloodMatters
Powered by Twitter https://t.co/AjQ127w4dW",0
3313,"RT @Nepal_Watch: Rescue team needed in Gorkha, Gandaki, Western Region, Nepal http://t.co/DFSrJR64bj #NepalWatch",0
3314,"She was saved after her sister, 8, sacrificed her own life as the earthquake encased them
https://t.co/CfFIqmoRDW https://t.co/zwI8k7TbE8",2
3315,"US pledges $1 million aid to Nepal!!! Wonder why this is news!
http://t.co/aIzFBu8CYR http://t.co/95CrRnlZ7V",2
3316,Our thoughts go to the families hit by the earthquake in North Lazio. #terremoto,2
3317,QUAKE HITS ITALY!! MAP “@cctvnews: #BREAKING M-6.2 earthquake strikes central Italy near the city of Perugia (USGS) https://t.co/h2kC9jpJ7L”,2
3318,"#Italy #Earthquake
#Tuscany region sending to the scene additional tents for 250 u + Light trailers &amp; ambulances https://t.co/lreIsCKfsf",1
3319,RT @santosct: Nepal #RedCross has over 7000 volunteers working on earthquake relief.  @Federation @redcross #NepalQuake via @robertolaprade,2
3320,"RT @brionv: Lots of people in #Nepal will be needing water and food aid, please kick in a few bucks for instance via Oxfam: https://t.co/1h…",0
3321,"RT @priyanka_bista: Rural regions in Nepal outside of kathmandu still need emergency help. In Sanga, 30 homes have been decimated #nepalear…",0
3322,RT @BhuvithShetty: A 102-yr-old recalls the monster earthquake of 1934 http://t.co/wKXZWxhDnU #NepalQuake,2
3323,"""@nytimes: Nepal earthquake damage result of shaking over a wide area uneven tectonic distrib
http://t.co/HRCHEq0zv9 http://t.co/AQcdwNUZrH""",2
3324,The Red Cross asks Italians to deactivate their Wi-Fi passwords for earthquake relief: https://t.co/ttILZmKp0X … https://t.co/LfIAJYp0Q3,0
3325,Very much shortage of food packet in Nepal as per timesnow news report. Hope @RSSorg already started to serve the people. @DattaHosabale,0
3326,"Italy Earthquake: Army Mobilized, 37 Killed https://t.co/r6XbFjbqLH",1
3327,"I don't know the truth about \CORONIL\"" \n\nbut I can sense the political pressure on it from anti-BJP states!\n\nThe fucking politics!\n\n@ANI @aajtak @ABPNews @narendramodi @PMOIndia @CMOMaharashtra #cmorajasthan @realDonaldTrump @CNNnews18 #COVID19 #coronavirus #Chinese #chinesevirus https://t.co/gMvgHlqF31""",2
3328,"need food, water, tent  for Nepal Earthquake Survivors @NepalRelieffund  http://t.co/p61KNiTp5x http://t.co/C1QDZnWYry",0
3329,Guru Gorakh Company of NA distributing tarpaulins to earthquake victims in Gulmi.,1
3330,RT @CARE: CARE is rushing shelter to #Nepal #earthquake survivors now sleeping in the cold. http://t.co/QYHbSdJTiC http://t.co/sPBMuyNFd4,2
3331,"PLS If You/Ur Friends/Neighbors Can HELP the PPL of AMATRICE, ITALY From recent earthquake killing hundreds W/blankets, water &amp;/or $ Pls Do!",0
3332,"#AT_T, #T_Mobile, and Verizon waive fees following #earthquake in #Italy https://t.co/vYWQ6fKRpY",1
3333,RT @RaviSinghKA: Water ! Khalsa Aid continues to install water tanks in earthquake hit Nepal. Installed 3 today. More tomorrow. http://t.co…,1
3334,"#Delhi
Need #Blood Type :  O-positive
At : Max Patparganj
Blood Component : Need Plasma O+ve from #COVID19 recovered patient.
Primary Number : 85100 08114
Via: @VrushabhWankha3
#BloodMatters
Powered by Twitter https://t.co/JWoV46Urx9",0
3335,#terremoto #Facebook attivata la safety check https://t.co/OSwjAbAhai,2
3336,"RT @nypost: Nepal’s earthquake-hit capital needs everything: Shelter, fuel, food, medicine, power, news, workers http://t.co/FrptK7k0bR",0
3337,Food companies come forward to help Nepal earthquake victims - The Economic Times http://t.co/XlfsTsChfd,1
3338,Thoughts and prayers with the victims of the earthquake in Italy.  Such sad and horrible news.,2
3339,"Be Safe !! Dont believe on rumors #earthquake 

How to remain safe during an Earthquake. http://t.co/j2D7afERaO",2
3340,"For those asking: My family in Italy is OK. Rattled though, 50 mi from center of quake. No injuries, minor damage in town.",2
3341,"Italy earthquake kills at least 159, town reduced to rubble https://t.co/z2vRBEbPQk",2
3342,"RT @beautysonu: Earthquake in Nepal. Golden Temple to send 1 lac and Delhi Gurdwaras to send 25 k meals daily.Those who share sardar jokes,…",1
3343,@cagedkashmir_'s account has been withheld in India in response to a legal demand. Learn more.,1
3344,India crosses 5 Lakh #COVID19 cases. \n\n#CoronaUpdatesInIndia \n#CoronaVirusUpdate \n#coronavirus \n#CoronavirusOutbreak,2
3345,"RT @YahooNews: New videos capture moment #Nepal earthquake struck
http://t.co/0UfErIDmKR by @stableford",2
3346,Nepal earthquake: Food shortages in Nepal: http://t.co/fb426JD4E9 via @YouTube,0
3347,RT @MSF: Our surgical team in #Nepal deliver the first baby of earthquake survivors in Bhaktapur http://t.co/hyN3JFAUv2 http://t.co/yjhZ08O…,1
3348,"Our brethren in Nepal need massive humanitarian need. All schools, colleges and universities must conduct blood donation camps on priority.",0
3349,"Survivors of the magnitude 6.2 quake in #Italy seek shelter, left homeless. https://t.co/3t8UQTnfbS",0
3350,"8mn affected by #earthquake  , 1.4mn in need of food ! @UN",0
3351,Who might be the first to get a #Covid19 #Vaccine?\nProbably people in the country where the first effective #vaccine is developed. https://t.co/qqOp6uyvBq,2
3352,RT adgpi: All 7 Gorkha Regts planning to send Nepali Gorkha Jawans to Nepal with Medical Officers to further assist the operations. #NepalE…,1
3353,"RT @NewEarthquake: 5.0 earthquake, 47km SSE of Jumla, Nepal. Apr 21 19:47 at epicenter (39m ago, depth 40km). http://t.co/rVC4nRJ4a3",2
3354,"WHO gives emergency health kits, funds to earthquake-hit Nepal: ""Within hours of the tragedy, WHO disbursed me... http://t.co/dfRH3hkoXX",1
3355,@Miti_Vigliero video https://t.co/tT2SeGduHn,2
3356,"Nepal earthquake: Nepal needs the world’s help – this is what you can do
Shelter, food and water are the most... http://t.co/M7gZmMN7Qe",0
3357,"@sdsanddunes From what I see is state govt alone is not able to do it, storm and earthquake have made the situation difficult. @brownbrumby",2
3358,"Photo: Asylum seekers volunteer to assist in Italy earthquake rescue mission - @Radio1Rai via @breaking
https://t.co/Qu919pPMKn",1
3359,"Prey for Nepal. Help Nepal in any form. food, shelter, money, water, medicine ..any help you can. #nepalquake",0
3360,"RT @IndianExpress: Nepal earthquake: 4,000 take the bus ride to India http://t.co/5qi71qvrgW http://t.co/TK16gRxdOO",1
3361,#Italy: Earthquake near Rome.  Exercise caution and follow advice of local authorities https://t.co/Y6UkE2Jp2x https://t.co/WsS9vNlrA4,2
3362,#Rajasthan #COVID19 update\nToday 364 +ve &amp; 111 death Report till 8.30 pm\n\n60 #jaipur\n43 #bharatpur\n42 #sirohi\n41 #pali\n29 #Kota\n27 #Barmer\n25 #jodhpur\n14 #karauli\n13 #Barmer\nCumulative +ve 16660\nActive cases 3218\nTotal death 380 https://t.co/jQNrllFpBp,2
3363,Prayers for victims of earthquake in #Italy..Prayers for everyone's safety out there....,2
3364,#earthquake tremors felt at #andaman Nicobar at 2.29 pm,2
3365,"The overall effect of new policy, #COVID19 is yet to be clear on E commerce market which majorly consists of American players Jeff Bezos owned Amazon, and Walmart owned Flipkart. https://t.co/YnKRoW6GOA https://t.co/mOnL5E1Rur",2
3366,"However, those who are testing positive for COVID19 will not be permitted to travel with the advance group on Sunday. @TheRealPCB @ECB_cricket",2
3367,#Earthquake no no.. it's the result of our lust to earth. Plz #Love_Earth &amp; #Save_Earth .,2
3368,"RT @CNN: Short on supplies, hospitals in Nepal are struggling to treat earthquake victims: http://t.co/hpdp0aQxN5 http://t.co/NnzUT9LhNg",0
3369,"""Red Cross: Turn your wi-fi password off"" https://t.co/qneEyPutC8",0
3370,RT @sanjoynarayan: UN: 8 million people affected by Nepal earthquake http://t.co/uf1ge1z9YB,2
3371,Why does Italy suffer more earthquakes than the rest of Europe? https://t.co/EwtfH9AoVg via @IBTimesUK #Italy #earthquake,2
3372,"RT @ankitghost869: Earthquake 

Golden Temple send 1 lakh and Delhi Gurdwaras to send 25000 meals.

Those who share sardar jokes,   please …",1
3373,RT @JComm_BlogFeeds: Israel prepares to send emergency aid to Nepal after massive quake: 200 Israelis in area yet to ... http://t.co/bHbJFX…,1
3374,RT @dipaksapkota: Tents and tents. People in earthquake-hit areas are in dire need of tents.,0
3375,Yemen: Millions of children could be pushed to the brink of starvation due to huge funding shortfalls for humanitarian aid amid the #COVID19 pandemic.\n\n@UNICEF appeals for urgent support to provide lifesaving assistance to children in desperate need.\n\nhttps://t.co/vqpxQRtVtX,0
